"Samples per sec. = 2000/2"
"DanB  test22  changed  data acq setup   0-5 Vdc   Annotate channels"
"5 active channel"
"Time","1  solid","2  mt","3  notch","4  mt","5  notch","6  solid","7  solid","8  mt"
4.208, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.216, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.224, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.232, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.240, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.248, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.256, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.264, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.272, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.280, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.288, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.296, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40915E-01, 1.47629E-01
4.304, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.312, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.320, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.328, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.336, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.344, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.352, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.360, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.368, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.376, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.384, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.392, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.400, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.408, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.416, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.424, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.432, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.440, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52054E-01, 1.53885E-01, 1.40839E-01, 1.47552E-01
4.448, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.51978E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.456, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51749E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.464, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.51443E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.472, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.53122E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.480, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.91541E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.488, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.40088E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.496, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.88802E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.504, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.84659E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.512, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.78960E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.520, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.75969E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.528, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.77800E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.536, 1.63956E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.82439E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.544, 1.63956E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.86185E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.552, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.74840E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.560, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.89339E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.568, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.60294E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.576, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51291E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.584, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51596E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.592, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51825E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.600, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.51901E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.608, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51749E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.616, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.51520E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.624, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.53198E-01, 1.53885E-01, 1.40839E-01, 1.47552E-01
4.632, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 2.78778E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.640, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.23715E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.648, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.87329E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.656, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.82339E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.664, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.76259E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.672, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44272E-01, 3.71788E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.680, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.69987E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.688, 1.63956E-01, 1.61209E-01, 1.43890E-01, 1.44348E-01, 3.69904E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.696, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.69049E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.704, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.66959E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.712, 1.63956E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.64990E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.720, 1.64032E-01, 1.61133E-01, 1.43890E-01, 1.44348E-01, 3.64151E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.728, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.64220E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.736, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.64517E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.744, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.64830E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.752, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.65265E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.760, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.65761E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.768, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.66295E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.776, 1.63956E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.66943E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.784, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.68729E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.792, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.72475E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.800, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 3.76755E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.808, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 3.79570E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.816, 1.63956E-01, 1.61133E-01, 1.43890E-01, 1.44348E-01, 3.81294E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.824, 1.63956E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.84476E+00, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.832, 1.63956E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 3.89847E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.840, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 3.39058E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.848, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.06941E+00, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.856, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.54190E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.864, 1.64032E-01, 1.61209E-01, 1.43890E-01, 1.44348E-01, 1.51443E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.872, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.51672E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.880, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.51901E-01, 1.53885E-01, 1.40839E-01, 1.47552E-01
4.888, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52054E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.896, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.904, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.912, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.920, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.928, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.936, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
4.944, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.952, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40915E-01, 1.47629E-01
4.960, 1.63956E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52206E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.968, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.976, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
4.984, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
4.992, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.000, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.008, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.016, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.024, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.032, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.040, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.048, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.056, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.064, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.072, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.080, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.088, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.096, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.104, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.112, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.120, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.128, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.136, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.144, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.152, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.160, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.168, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.176, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.184, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.192, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40915E-01, 1.47629E-01
5.200, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.208, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.216, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.224, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.232, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52206E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.240, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.248, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.256, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.264, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.272, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.280, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.288, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.296, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.304, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.312, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.320, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.328, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.336, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52206E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.344, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.352, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.360, 1.64032E-01, 1.61133E-01, 1.43890E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.368, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.376, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.384, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.392, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.400, 1.64032E-01, 1.61133E-01, 1.53732E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.408, 1.64032E-01, 1.61133E-01, 2.49611E+00, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.416, 1.64032E-01, 1.61133E-01, 1.16844E+00, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.424, 1.64032E-01, 1.61209E-01, 3.10295E+00, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.432, 1.64032E-01, 1.61133E-01, 3.29460E+00, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47552E-01
5.440, 1.64032E-01, 1.61209E-01, 3.55453E-01, 1.44272E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.448, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53885E-01, 1.40839E-01, 1.47629E-01
5.456, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.464, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.472, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.480, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.488, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.496, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.504, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.512, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.520, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.528, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.536, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.544, 1.63956E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.552, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.560, 1.63956E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.568, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.576, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.584, 1.64032E-01, 1.61133E-01, 1.43890E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.592, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.600, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.608, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.616, 1.64032E-01, 1.61133E-01, 1.43890E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.624, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47552E-01
5.632, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.640, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.648, 1.64032E-01, 1.61209E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
5.656, 1.64032E-01, 1.61133E-01, 1.43967E-01, 1.44348E-01, 1.52130E-01, 1.53961E-01, 1.40839E-01, 1.47629E-01
